pathway	pval	padj	log2err	ES	NES	size	leadingEdge
"COP9 signalosome"	0.234177215189873	1	0.129442887745046	-0.619941890855617	-1.23828547549314	8	Afu5g07260 Afu8g04440 Afu2g16250 Afu8g05500 Afu3g06610 Afu3g06700
"COPII-coated ER to Golgi transport vesicle"	0.600422832980973	1	0.0725351864394589	-0.404858936872254	-0.890573209332219	12	Afu2g01530 Afu6g07290 Afu1g11770 Afu4g13190 Afu2g16800 Afu4g04630 Afu1g11470
"DNA binding"	1	1	0.0461379160269737	-0.158641032066666	-0.410318180795595	30	Afu4g07290 Afu2g16820 Afu2g05830 Afu3g10920 Afu2g14720 Afu2g01260 Afu1g03840 Afu4g04390 Afu6g05300 Afu2g14080 Afu2g08620 Afu3g11610 Afu7g03860 Afu2g12330
"DNA damage checkpoint signaling"	0.933837429111531	1	0.0462302524077616	0.25721570627231	0.580354668009059	12	Afu2g14920 Afu1g04950 Afu5g06750 Afu5g12110 Afu4g12680 Afu2g09710 Afu4g04760 Afu6g13160 Afu7g03750 Afu2g03290 Afu1g07000 Afu5g12660
"DNA damage response"	0.996039603960396	1	0.0454059226590179	-0.157432300328167	-0.428754899070449	40	Afu5g10740 Afu6g10980 Afu6g11410 Afu5g03490 Afu5g12250 Afu5g12660 Afu1g07000 Afu8g05500 Afu1g09950 Afu1g13020 Afu7g05440
"DNA methylation"	0.837113402061856	1	0.0552495663125249	-0.356436652736724	-0.670853032847299	6	Afu5g01980 Afu6g07550 Afu2g03390 Afu1g11090 Afu4g13320 Afu1g13790
"DNA recombination"	0.756701030927835	1	0.059989249649033	-0.395138622535955	-0.743694402043288	6	Afu2g10500 Afu5g12050 Afu2g08750
"DNA repair"	0.920077972709552	1	0.0483117581055019	-0.237658053212433	-0.650990790948753	39	Afu3g06000 Afu1g15120 Afu6g11410 Afu5g12600 Afu1g10410 Afu1g07000 Afu4g06830 Afu6g12910 Afu4g10540 Afu2g12220 Afu4g12210 Afu6g11470
"DNA replication initiation"	0.946257197696737	1	0.0463227785794633	0.274004407772921	0.544311655827332	7	Afu2g17050 Afu2g09060 Afu5g08110 Afu5g02520
"DNA replication origin binding"	0.961759082217973	1	0.0454059226590179	0.253733948606666	0.556088911994301	11	Afu2g09060 Afu5g10890 Afu2g09290 Afu5g08110 Afu5g02520
"DNA replication preinitiation complex"	0.715083798882682	1	0.0578529757032509	0.376981154871676	0.814056392656066	10	Afu4g11620 Afu2g09060 Afu5g10890 Afu5g08110 Afu5g02520
"DNA strand elongation involved in DNA replication"	0.801268498942918	1	0.0584693210386381	-0.334056701914175	-0.734828657657901	12	Afu3g08300 Afu4g07970 Afu2g16600 Afu6g10560 Afu1g04900 Afu2g12220
"DNA translocase activity"	0.944329896907217	1	0.0496901392724606	-0.268779940882683	-0.505873447989227	6	Afu3g11380 Afu3g02330 Afu5g12190 Afu4g13460 Afu7g05510 Afu3g05560
"DNA-binding transcription activator activity. RNA polymerase II-specific"	0.255198487712665	1	0.115734447701689	0.536986146534071	1.2115994832264	12	Afu3g00690 Afu3g06740 Afu6g12522
"DNA-binding transcription factor activity"	0.190763052208835	1	0.141225119642531	0.461219406312862	1.23716416854391	26	Afu4g14540 Afu1g16590 Afu2g11780 Afu5g10310 Afu3g12890 Afu1g13510 Afu2g13380 Afu6g12522 Afu4g12470
"DNA-binding transcription factor activity. RNA polymerase II-specific"	0.644490644490645	1	0.0681513438679483	-0.441282244126042	-0.859632078171237	7	Afu5g00135
"DNA-directed 5'-3' RNA polymerase activity"	0.175046554934823	1	0.142056643575821	0.590499486814558	1.27512974027879	10	Afu5g09430 Afu2g15610 Afu2g05480 Afu6g04610 Afu4g11970 Afu1g14110 Afu3g08040 Afu7g01920
"DNA-directed DNA polymerase activity"	0.240938166311301	1	0.128142916898415	-0.58179496022723	-1.199763307676	9	Afu5g13020 Afu4g07970 Afu2g16600 Afu6g10560 Afu2g08840
"DNA-templated DNA replication"	0.957773512476008	1	0.04577044581081	0.262650913005872	0.521757859754091	7	Afu4g11620 Afu4g12430 Afu3g09560 Afu6g08210 Afu5g03450 Afu4g12210 Afu3g11380
"DNA-templated transcription termination"	0.615087040618955	1	0.0668966276500666	0.472110351223289	0.905209027227355	6	Afu2g05480 Afu6g02060 Afu5g05680
"G protein-coupled receptor signaling pathway"	0.996131528046422	1	0.0443293451680314	0.239426350515403	0.459068294692269	6	Afu1g13140 Afu6g08520 Afu6g06860
"G1/S transition of mitotic cell cycle"	0.3276955602537	1	0.106729884364606	-0.511096124250596	-1.12426446398226	12	Afu6g13030 Afu5g09360 Afu4g12160 Afu5g12180 Afu5g06060 Afu6g10830 Afu6g11470
"G2/M transition of mitotic cell cycle"	0.407098121085595	1	0.0928481214159878	-0.485938096482766	-1.05997359034796	11	Afu6g13030 Afu5g03610 Afu4g12160 Afu6g02670 Afu5g06060
"GPI anchor biosynthetic process"	0.845841784989858	1	0.0540088272801684	-0.30651567115756	-0.708144343361553	15	Afu1g16950 Afu6g09020 Afu3g09860 Afu4g09130 Afu2g05040
"GTP binding"	0.593253968253968	1	0.0699458736501659	-0.365686874872423	-0.884131506066984	19	Afu3g10740 Afu5g11230 Afu2g15570 Afu3g06690 Afu1g12930 Afu2g10980 Afu5g05480 Afu2g04820 Afu4g08040 Afu2g05740 Afu1g05560 Afu4g04810 Afu6g10330 Afu1g06390 Afu6g13300 Afu6g06900 Afu5g08540 Afu5g03080 Afu4g07580
"GTPase activator activity"	1	1	0.0458620343117985	0.166561620160496	0.402838008139003	17	Afu3g09900 Afu1g09760 Afu6g12340 Afu2g05390 Afu1g12680 Afu7g04300 Afu2g11180
"GTPase activity"	0.997942386831276	1	0.0470699590082662	0.161435436049484	0.465830582235794	36	Afu5g08950 Afu1g06520 Afu1g13140 Afu6g07870 Afu1g12170 Afu3g14350 Afu5g13520 Afu2g13530 Afu5g03080 Afu5g14060 Afu6g06900 Afu5g13392 Afu3g10340 Afu6g13300 Afu3g12400 Afu6g10330 Afu4g04810 Afu1g04940 Afu2g05740 Afu8g02840 Afu5g03880 Afu4g11820 Afu5g05480 Afu1g16970 Afu5g11010 Afu5g04320 Afu2g10980 Afu1g12930 Afu5g12130 Afu1g12180 Afu3g06690 Afu2g15570
"Golgi apparatus"	0.998043052837573	1	0.044774889329693	-0.131693845319389	-0.380856114203034	55	Afu1g09090 Afu4g09520 Afu1g12080 Afu1g06030 Afu5g02510 Afu5g09660 Afu6g04150 Afu7g05930 Afu6g03950 Afu3g09970 Afu7g05735 Afu2g05890 Afu1g11730 Afu3g08840 Afu6g00550 Afu5g12530 Afu1g10980
"Golgi membrane"	0.815845824411135	1	0.0582216241124161	-0.324982340817434	-0.724668239847926	13	Afu2g05860 Afu1g14240 Afu6g03950 Afu2g12050 Afu1g12090 Afu2g15570
"Golgi to plasma membrane protein transport"	0.386694386694387	1	0.0956031492204301	-0.562295534046609	-1.09536987928485	7	Afu3g12800 Afu3g06280 Afu5g11900 Afu2g10980 Afu5g07130 Afu3g09790
"Golgi to plasma membrane transport"	0.858064516129032	1	0.0560595875032335	-0.310334730999391	-0.655583055042762	10	Afu6g11370 Afu1g12790 Afu1g11730 Afu2g11960
"Golgi to vacuole transport"	0.492600422832981	1	0.0828962134571565	-0.447860308186098	-0.985163857503437	12	Afu6g13020 Afu5g02510 Afu1g06680 Afu3g12800 Afu4g10710 Afu5g11360 Afu2g01570 Afu3g13770 Afu8g02780
"IgE binding"	0.9957805907173	1	0.0483117581055019	-0.196833506123818	-0.393159544981094	8	Afu4g09580
"Ino80 complex"	0.980810234541578	1	0.0494904866135495	-0.220228384991843	-0.4541495779179	9	Afu1g10280 Afu5g01950 Afu5g12190 Afu4g03030 Afu2g10990 Afu2g06110 Afu4g10730 Afu4g03020 Afu5g06260
"NuA4 histone acetyltransferase complex"	0.380038387715931	1	0.0919686140000427	0.553645092717033	1.09981981533389	7	Afu5g02570 Afu4g09820 Afu7g01870 Afu6g04530 Afu2g06110 Afu4g07380 Afu4g10660
P-body	0.595238095238095	1	0.0697792517076235	-0.372916238810342	-0.891874830931463	17	Afu2g15210 Afu5g12420 Afu2g12200 Afu5g12250 Afu2g05580 Afu2g11800 Afu5g03120 Afu3g10220
"Prp19 complex"	0.952919020715631	1	0.0451344222209097	0.248495358563705	0.58500660534827	14	Afu2g05540 Afu2g08870 Afu5g13510 Afu6g07300 Afu4g09800 Afu2g03030 Afu5g08690 Afu8g03990 Afu4g03640 Afu5g03050 Afu5g11910 Afu5g06760 Afu1g10710 Afu5g12910
"RNA binding"	0.925049309664694	1	0.0486034247259069	-0.240316621161109	-0.652995573018791	38	Afu2g15210 Afu1g12570 Afu5g12570 Afu6g03830 Afu2g09200 Afu3g12280 Afu1g03820 Afu2g02590 Afu1g14290 Afu7g04590 Afu6g02440 Afu4g07435
"RNA catabolic process"	0.912959381044487	1	0.0483117581055019	0.324818583739974	0.622796584423045	6	Afu4g07160 Afu3g11220
"RNA helicase activity"	0.0470372866288656	0.909758500478511	0.321775918075361	0.748353946076617	1.48661030253009	7	Afu4g13330 Afu6g04330 Afu3g10890 Afu5g11620 Afu2g13980
"RNA polymerase I activity"	0.0503092258329131	0.909758500478511	0.321775918075361	0.780960146774029	1.4973875767242	6	Afu2g13720 Afu2g05480 Afu6g04610 Afu5g11120 Afu4g11970 Afu1g14110
"RNA polymerase I complex"	0.0503092258329131	0.909758500478511	0.321775918075361	0.780960146774029	1.4973875767242	6	Afu2g13720 Afu2g05480 Afu6g04610 Afu5g11120 Afu4g11970 Afu1g14110
"RNA polymerase II cis-regulatory region sequence-specific DNA binding"	0.195075757575758	1	0.135002033828631	0.61933207291371	1.26528060045531	8	Afu3g00690 Afu3g06740 Afu6g12522
"RNA polymerase II complex binding"	0.432432432432432	1	0.0891647117820678	-0.539621324492211	-1.05119978601781	7	Afu8g05490 Afu6g13130 Afu2g11000 Afu2g08550 Afu2g11190
"RNA polymerase II preinitiation complex assembly"	0.894514767932489	1	0.0532386494755899	-0.300507500579123	-0.600240246275822	8	Afu3g08050 Afu6g04810 Afu2g15680
"RNA polymerase II. core complex"	0.23463687150838	1	0.120433371642259	0.557278311425963	1.20339164449562	10	Afu5g11120 Afu4g11970 Afu1g14110 Afu1g14680 Afu3g08040 Afu7g01920 Afu2g08540
"RNA polymerase III activity"	0.0476144240535103	0.909758500478511	0.321775918075361	0.747455469343762	1.48482547227076	7	Afu2g13720 Afu6g04610 Afu5g11120 Afu4g11970 Afu1g14110 Afu7g01850
"RNA polymerase III complex"	0.0476144240535103	0.909758500478511	0.321775918075361	0.747455469343762	1.48482547227076	7	Afu2g13720 Afu6g04610 Afu5g11120 Afu4g11970 Afu1g14110 Afu7g01850
"RNA-dependent RNA polymerase activity"	0.0544090056285178	0.957304396328787	0.266350657088526	0.686817802780912	1.45391975996338	9	Afu5g09430 Afu3g06790 Afu5g11120 Afu4g11970 Afu1g14110
"RSC-type complex"	0.958419958419958	1	0.0493910105981501	-0.268807339449541	-0.523645387763866	7	Afu6g07810 Afu4g06120 Afu3g02330 Afu1g06410 Afu5g06330 Afu7g05510 Afu3g05560
"Rpd3S complex"	0.520309477756286	1	0.0753093764172773	0.508029798528509	0.974079806843718	6	Afu4g11660 Afu8g05570 Afu1g09060 Afu2g03390 Afu4g10660
"SAGA complex"	0.96551724137931	1	0.047925896705813	-0.240690349606397	-0.561855046959032	16	Afu1g04590 Afu1g16580 Afu5g03680 Afu6g12710 Afu1g14030 Afu2g10640
"SCF ubiquitin ligase complex"	0.112734864300626	1	0.191892240384838	-0.643044044329279	-1.40266776643587	11	Afu6g13030 Afu3g14150 Afu1g12960 Afu2g08150 Afu5g06060 Afu2g03170 Afu2g09240
"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process"	0.573839662447257	1	0.0747385227439092	-0.472438368075116	-0.943658716860845	8	Afu5g06060 Afu2g09240 Afu3g06700 Afu7g02000 Afu5g05790 Afu5g09200 Afu3g06030
"SLIK (SAGA-like) complex"	0.965591397849462	1	0.0506004243853618	-0.223739741934954	-0.472650879519135	10	Afu6g12710 Afu6g08350 Afu1g14030 Afu2g10640
"SNAP receptor activity"	0.381443298969072	1	0.0959206777921745	-0.594440073807455	-1.11880168130256	6	Afu4g09520 Afu6g04150 Afu4g10710
"SWI/SNF complex"	0.828865979381443	1	0.0557104226766671	-0.361125267556824	-0.67967752226994	6	Afu3g11380 Afu3g02330 Afu5g12190 Afu2g16840 Afu5g06330 Afu7g05510
"Swr1 complex"	0.950537634408602	1	0.0513223330421143	-0.238503110023453	-0.503838539124652	10	Afu4g04420 Afu5g01950 Afu4g10540 Afu2g05620 Afu1g16610 Afu4g07380 Afu2g06110 Afu4g10730 Afu7g02370 Afu4g09820
"TOR signaling"	0.785984848484849	1	0.0542315935495841	0.367860397048525	0.751529985959787	8	Afu4g09730 Afu4g00230 Afu4g04020
"TRAPPII protein complex"	0.170478170478171	1	0.153158808683073	-0.668323920918763	-1.30191660479965	7	Afu6g05220 Afu7g02270 Afu2g15080 Afu2g08720
"U1 snRNP"	0.315240083507307	1	0.108394255853397	-0.519973985150085	-1.13421585159998	11	Afu8g04960 Afu7g05980 Afu5g12910 Afu5g11930 Afu4g09010 Afu2g15500 Afu6g09010 Afu2g09800
"U2 snRNP"	0.918650793650794	1	0.0491927521045191	-0.262851226331358	-0.628640881373992	17	Afu8g04960 Afu7g05980 Afu1g10920 Afu5g04420 Afu5g12910
"U2-type prespliceosome"	0.253638253638254	1	0.122679189568808	-0.618744836437061	-1.20533494534212	7	Afu8g04960 Afu7g05980 Afu3g10840 Afu5g12910
"U2-type spliceosomal complex"	0.586723768736617	1	0.0743625384422526	-0.397995742260068	-0.887478603560788	13	Afu4g11830 Afu1g10920 Afu1g03820 Afu5g10830 Afu5g02580
"U4/U6 x U5 tri-snRNP complex"	0.325443786982249	1	0.102821842840815	-0.458277475586025	-1.11180165891237	18	Afu2g15210 Afu5g12570 Afu8g04960 Afu7g05980 Afu1g14290 Afu4g10420 Afu1g13890 Afu5g12910 Afu1g14060 Afu7g04280
"U5 snRNP"	0.576344086021505	1	0.0755015292281669	-0.44145904997552	-0.932583574281908	10	Afu8g04960 Afu7g05980 Afu2g10430 Afu5g12910
"UV-damage excision repair"	0.666666666666667	1	0.0672065093710464	-0.426035331927678	-0.850972278780573	8	Afu3g08300 Afu5g01800 Afu2g10820 Afu2g12220 Afu6g02420
"acetate catabolic process"	0.777546777546778	1	0.0590954798717342	-0.387534304006785	-0.754929353153043	7	Afu4g13510
"actin cortical patch"	0.129224652087475	1	0.173747838999571	-0.514397489430184	-1.38166513930662	35	Afu1g12760 Afu6g02370 Afu7g04210 Afu1g11690 Afu1g16720 Afu6g06500 Afu6g10060 Afu2g14270 Afu1g13330 Afu5g11560 Afu2g07420 Afu5g11200 Afu3g10700 Afu1g05930 Afu5g10570 Afu1g02670 Afu6g12370 Afu1g03060 Afu7g03870 Afu5g01860 Afu8g04520
"actin cortical patch assembly"	0.316129032258065	1	0.110122263835536	-0.540812337290691	-1.14246769333254	10	Afu6g02370 Afu1g11690 Afu5g11200 Afu3g10700 Afu6g12370 Afu7g03870 Afu8g04520
"actin cortical patch localization"	0.994047619047619	1	0.0455878202571231	-0.184330596014759	-0.440849182863741	17	Afu7g04210 Afu5g11560 Afu2g15050 Afu2g12480 Afu2g07420 Afu6g12370 Afu5g01860 Afu3g10000 Afu5g08550
"actin cortical patch organization"	0.434511434511435	1	0.088894528862045	-0.538374057821349	-1.04877007021896	7	Afu7g04210 Afu6g10060 Afu5g11560 Afu2g07420 Afu1g03060
"actin cytoskeleton organization"	0.140127388535032	1	0.172324344900946	-0.594894966175793	-1.339423584475	14	Afu2g01590 Afu6g10060 Afu2g14270 Afu2g15050 Afu2g07420 Afu6g06640 Afu2g14960 Afu6g11470 Afu8g04520 Afu3g06690
"actin filament binding"	0.756929637526652	1	0.0615706755421678	-0.36439460378164	-0.751445620913587	9	Afu7g04210 Afu6g10060 Afu2g07420 Afu5g10570
"actin filament bundle assembly"	0.927234927234927	1	0.0509082865515105	-0.296981867140279	-0.57853027858527	7	Afu7g04210 Afu2g07420
"actin filament organization"	0.993630573248408	1	0.048701086452153	-0.19306821306951	-0.434698783316531	14	Afu1g12760 Afu1g13330 Afu5g11560 Afu5g11380 Afu2g07420
"actomyosin contractile ring"	1	1	0.0452247443372884	-0.139589502706015	-0.353012994017687	24	Afu7g04210 Afu5g09360 Afu5g03400 Afu2g14270 Afu3g10700 Afu5g10570 Afu3g06280 Afu5g08040 Afu5g02560 Afu7g05950 Afu3g14230 Afu5g07430 Afu6g04940 Afu2g05740 Afu1g09640 Afu3g12250 Afu6g06400 Afu6g12400 Afu2g03640 Afu3g10250 Afu5g08300 Afu2g04680 Afu5g08700 Afu5g11600
"adhesion of symbiont to host"	0.835443037974684	1	0.0564118388217596	-0.331678278605083	-0.662501439233915	8	Afu4g09580
"aerobic respiration"	0.633136094674556	1	0.066436413766281	-0.347659012938433	-0.843436319506019	18	Afu5g10820 Afu2g11240
"alpha-L-arabinofuranosidase activity"	0.597678916827853	1	0.0683110858318647	0.476274378782074	0.91319299819107	6	Afu6g14620 Afu2g12770 Afu2g00920 Afu2g15160
"anaphase-promoting complex"	0.748400852878465	1	0.0621124188949471	-0.367631474970401	-0.758120617346064	9	Afu3g06200 Afu5g02590 Afu5g02440 Afu2g08620 Afu3g08280 Afu2g05210
"anisotropic cell growth"	0.846590909090909	1	0.0508054139066364	0.341730329477186	0.698146883368219	8	Afu5g05710 Afu3g11740 Afu3g12080 Afu2g07410 Afu2g09790 Afu2g07420 Afu5g12660 Afu5g03490
"apoptotic process"	0.972162740899358	1	0.0500922874402106	-0.230482359993372	-0.513945606128249	13	Afu2g17960 Afu3g14140 Afu4g12850
"arginine biosynthetic process"	0.750483558994197	1	0.0573667426768556	0.406704594995616	0.779802158226258	6	Afu2g12470 Afu6g02910 Afu5g06780 Afu3g07790
"ascospore formation"	0.948998178506375	1	0.0438002031299891	-0.218246294982221	-0.674973142737086	76	Afu3g06170 Afu3g11950 Afu6g07290 Afu4g03140 Afu1g12600 Afu3g10190 Afu5g11790 Afu3g09910 Afu2g02310 Afu6g11410 Afu5g03610 Afu4g10050 Afu1g05970 Afu6g02670 Afu5g06420 Afu2g07900 Afu3g07430 Afu1g12940 Afu5g11230 Afu6g12820 Afu6g12950 Afu2g03290 Afu1g15810 Afu6g12910 Afu3g13990 Afu4g03850 Afu6g04250 Afu3g09550
"ascospore wall assembly"	0.959660297239915	1	0.0502948063662358	-0.239854367067601	-0.540039190707713	14	Afu4g07080 Afu4g13660 Afu5g02510 Afu5g01520 Afu3g13830
"ascospore-type prospore membrane formation"	0.545842217484009	1	0.0778840111977068	-0.464305599354598	-0.957479627249767	9	Afu4g11560 Afu5g08670 Afu3g13830 Afu5g07150 Afu4g12830 Afu5g08040
"asexual sporulation"	0.667296786389414	1	0.0618406035753285	0.373595893840064	0.842942773912711	12	Afu6g13350 Afu5g07320 Afu2g09680 Afu3g09060 Afu2g11180 Afu6g09930 Afu3g08540 Afu1g16460
"asexual sporulation resulting in formation of a cellular spore"	0.678068410462777	1	0.0640703750499722	0.27961523101821	0.870059811665498	51	Afu3g02700 Afu8g00950 Afu1g16590 Afu1g14560 Afu1g12530 Afu1g12490 Afu3g12700 Afu7g05920 Afu5g08700
"asperfuranone biosynthetic process"	0.128491620111732	1	0.16823816568964	0.62372900899159	1.34688586018968	10	Afu8g00940 Afu8g00370 Afu6g12070 Afu3g02720
"asperthecin biosynthetic process"	0.226843100189036	1	0.12384217120105	0.551439216595715	1.24420988170828	12	Afu7g00160 Afu4g14540 Afu4g14560 Afu6g00660 Afu5g10310 Afu3g12890 Afu7g00120 Afu4g00590
"assembly of large subunit precursor of preribosome"	0.0812379110251451	1	0.219250346703755	0.741675962591046	1.42206536009083	6	Afu2g11510 Afu5g01760 Afu8g04790 Afu3g13280 Afu2g17060
"attachment of mitotic spindle microtubules to kinetochore"	0.858649789029536	1	0.0551351763385257	-0.318890814558059	-0.636959479202844	8	Afu3g11860 Afu1g09550 Afu5g11350 Afu3g06980 Afu6g08120 Afu3g10180 Afu7g03890 Afu1g07590
"austinol biosynthetic process"	0.212007504690432	1	0.128142916898415	0.586553063876592	1.24167004172615	9	Afu8g00230 Afu6g13970 Afu8g02380 Afu7g00270
autolysis	0.223264540337711	1	0.124434168630393	0.578446685639259	1.22450970684072	9	Afu7g05140 Afu8g01410 Afu5g03760 Afu3g07140
"autophagosome assembly"	0.360824742268041	1	0.0992333343771191	-0.604858587441775	-1.13841047129562	6	Afu5g03610 Afu5g08170 Afu7g05700
autophagy	0.328600405679513	1	0.103958471559957	-0.483098799998234	-1.11610503049174	15	Afu6g07040 Afu5g11660 Afu5g09210 Afu5g08170 Afu2g10900 Afu2g05010 Afu2g04770 Afu2g13240
"autophagy of mitochondrion"	0.720430107526882	1	0.0643583367917361	-0.383441223196086	-0.810020740259063	10	Afu2g14160 Afu5g08170 Afu4g12950
"autophagy of peroxisome"	0.518987341772152	1	0.0799858801499946	-0.497783108468638	-0.99428285498148	8	Afu5g11660 Afu5g08670 Afu2g05890 Afu3g11090
"cAMP-mediated signaling"	0.631130063965885	1	0.0704500850658419	-0.43120974706127	-0.889230171801938	9	Afu4g07080 Afu2g12200 Afu5g11230 Afu5g04090 Afu3g10000 Afu1g12930
"calcium ion binding"	0.535483870967742	1	0.0793434960134973	-0.456990843460797	-0.965394534855287	10	Afu2g05860 Afu4g12850 Afu4g10050 Afu6g14240
"calmodulin binding"	0.967370441458733	1	0.0453152441270267	0.25565749235474	0.507865381142327	7	Afu2g09040 Afu5g05550 Afu2g03640
"carbohydrate catabolic process"	0.676136363636364	1	0.0613026075396207	0.414134295241671	0.84606645234329	8	Afu4g10130 Afu2g00710 Afu1g06140 Afu7g06410
"carbohydrate metabolic process"	0.780114722753346	1	0.0550211117163117	0.347701008460255	0.76202919063746	11	Afu8g07030 Afu8g02100 Afu1g14170 Afu1g16700 Afu1g15150 Afu3g12690
"carbon catabolite repression of transcription from RNA polymerase II promoter by glucose"	0.974683544303798	1	0.0492917662312669	-0.230581393915823	-0.46056831328313	8	Afu4g04100 Afu2g12200 Afu4g12290
"carbon utilization"	0.927272727272727	1	0.0495901956956338	0.266274518160649	0.649877442469397	18	Afu5g03240 Afu5g09100 Afu1g13510 Afu2g05090
"carboxylic ester hydrolase activity"	0.571134020618557	1	0.0738052724171275	-0.50123328069231	-0.943376232311343	6	Afu3g02800
"cell adhesion"	0.544698544698545	1	0.0766746872490091	-0.486310379849776	-0.947348342316489	7	Afu1g17370
"cell adhesion involved in single-species biofilm formation"	0.560824742268041	1	0.0747385227439092	-0.508635398580659	-0.957307833331511	6	Afu6g12380 Afu2g12200 Afu5g11230 Afu2g10640
"cell cortex"	0.996070726915521	1	0.0450442767152795	0.177022752780329	0.424303969814725	16	Afu5g08950 Afu3g14330 Afu6g07890 Afu3g12080 Afu5g11810 Afu5g03080 Afu5g14060
"cell cortex of cell tip"	0.951807228915663	1	0.0481183992657975	-0.231219222503242	-0.590877930147641	27	Afu3g11860 Afu5g03400 Afu4g10490 Afu5g07930 Afu5g11560 Afu5g11230 Afu4g11890 Afu3g06280 Afu6g07470 Afu4g04310 Afu6g11010 Afu2g10340 Afu5g05950 Afu5g05980 Afu5g08550
"cell cortex of growing cell tip"	0.998080614203455	1	0.0438879842863647	0.19683995922528	0.391023943774255	7	Afu4g11450 Afu5g05550 Afu6g12400
"cell division site"	0.986817325800377	1	0.0435378240914002	-0.193910371863092	-0.567212630667622	57	Afu7g04210 Afu4g03140 Afu3g09910 Afu5g09360 Afu4g10050 Afu4g10490 Afu5g07930 Afu5g11560 Afu5g06320 Afu5g06420 Afu2g12480 Afu7g05380 Afu2g07420 Afu5g11230 Afu2g03290 Afu2g02530 Afu4g11890 Afu3g06280 Afu6g04540 Afu4g04310 Afu1g03060 Afu1g11080 Afu6g11010 Afu2g10340 Afu3g06690 Afu5g05980 Afu5g08040 Afu1g10740
"cell growth mode switching. budding to filamentous"	0.20682302771855	1	0.139599673451922	-0.607963360506822	-1.25372714136712	9	Afu5g10820 Afu1g12760
"cell morphogenesis"	0.611854684512428	1	0.0665892104103933	0.409444198524457	0.897346926298778	11	Afu5g08420 Afu2g08470 Afu3g11220 Afu6g06870 Afu5g05550
"cell morphogenesis involved in conjugation with cellular fusion"	0.236084452975048	1	0.122107920287081	0.617940962215615	1.2275440058828	7	Afu3g09900 Afu3g05630 Afu4g11450 Afu5g12210 Afu4g04120
"cell redox homeostasis"	0.698681732580038	1	0.059476028695732	0.34934014745534	0.82241493344561	14	Afu5g07970 Afu6g02060 Afu4g12990 Afu5g11320
"cell septum"	0.938398357289528	1	0.0497903187820785	0.22128338428152	0.680079903166809	48	Afu4g10130 Afu2g00710 Afu5g08950 Afu3g09900 Afu3g07050 Afu3g07530 Afu6g06520 Afu2g13440 Afu5g02900 Afu2g03120 Afu1g04950 Afu3g07015 Afu2g01870 Afu5g09020
"cell septum assembly"	0.931958762886598	1	0.0502948063662358	-0.285592418668695	-0.537516382647676	6	Afu6g11410 Afu5g03820
"cell surface"	0.909492273730684	1	0.0545680646670941	0.234343024211849	0.764344696800381	76	Afu7g05140 Afu8g02130 Afu6g11330 Afu7g05660 Afu4g01070 Afu2g15130 Afu2g02320 Afu2g04060 Afu3g07050 Afu8g03930 Afu4g04070 Afu1g12920 Afu7g06060 Afu2g01170 Afu2g01010 Afu1g07480 Afu2g03120
