pathway	pval	padj	log2err	ES	NES	size	leadingEdge
"RNA-dependent RNA polymerase activity"	0.30718954248366	0.951942471279488	0.112843355675562	0.508125961551406	1.15814078260731	9	Afu5g09430 Afu5g11120 Afu1g14110 Afu2g13090 Afu7g03860 Afu4g11970 Afu2g08540
"RSC-type complex"	0.359081419624217	1	0.10027910675413	0.524038047567141	1.10831441776925	7	Afu6g07810 Afu4g06120 Afu3g02330 Afu3g05560 Afu1g06410 Afu7g05510
"Rpd3S complex"	0.860416666666667	1	0.0544555953940371	0.30513397232697	0.621397468613508	6	Afu1g09060 Afu4g11660 Afu8g05570 Afu5g08840
"SAGA complex"	0.569587628865979	1	0.0857844408075645	0.344072817650103	0.919779138446164	16	Afu5g09080 Afu2g10640 Afu3g06090 Afu1g14030 Afu1g16580 Afu5g02570 Afu1g14600 Afu1g13290 Afu5g03680 Afu2g06060
"SCF ubiquitin ligase complex"	0.397887323943662	1	0.0845557442441281	-0.496214865168308	-1.05188058997311	11	Afu1g12960 Afu2g09240 Afu5g09200 Afu6g13030 Afu5g05790 Afu2g14110 Afu4g11440 Afu3g14150
"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process"	0.880851063829787	1	0.0543434390269162	0.27986139421117	0.617458579048848	8	Afu7g02000 Afu5g06060 Afu3g06030 Afu3g06700 Afu2g14110 Afu5g05790 Afu5g09200 Afu2g09240
"SLIK (SAGA-like) complex"	0.750556792873051	1	0.0640703750499722	0.321640297875218	0.764680087494362	10	Afu6g08350 Afu2g10640 Afu1g14030 Afu5g02570 Afu1g14600 Afu2g06060
"SNAP receptor activity"	0.726053639846743	1	0.0584693210386381	-0.426395139277839	-0.790571012898201	6	Afu1g10497 Afu4g10710 Afu6g02920
"SWI/SNF complex"	0.883333333333333	1	0.0532386494755899	0.289178724271449	0.588905017257821	6	Afu3g02330 Afu7g05510 Afu5g12190 Afu5g06330 Afu2g16840 Afu3g11380
"Swr1 complex"	0.67260579064588	1	0.0694481442003175	0.348633440472736	0.828854628991728	10	Afu4g10730 Afu4g04420 Afu2g06110 Afu5g01950 Afu4g07380
"TOR signaling"	0.6	1	0.0728938564822936	0.398590831029897	0.87941149883615	8	Afu3g10920 Afu4g00230 Afu5g11780
"TRAPPII protein complex"	0.46972860125261	1	0.0847985102819124	0.475080702763211	1.00477206744984	7	Afu5g12880 Afu2g15080 Afu7g02270 Afu6g04840 Afu2g08720 Afu6g05220
"U1 snRNP"	0.133640552995392	0.782579814837879	0.184706471207739	0.566547145914708	1.37428787495661	11	Afu5g12910 Afu5g11930 Afu5g13480 Afu8g04960 Afu2g15500 Afu2g05110 Afu7g05980 Afu4g10240 Afu4g09010 Afu2g09800 Afu6g09010
"U2 snRNP"	0.126582278481013	0.78125	0.199915231309662	0.492568650078402	1.35301031443339	17	Afu5g11000 Afu5g04420 Afu5g12910 Afu6g13410 Afu8g04960 Afu2g15500 Afu2g05110 Afu3g06440 Afu7g05980 Afu5g08520 Afu5g02420 Afu1g10920 Afu4g10240
"U2-type prespliceosome"	0.968684759916493	1	0.0490939668192139	0.224642242442058	0.475107174554244	7	Afu5g12910 Afu8g04960 Afu7g05980 Afu4g10240 Afu6g09010 Afu7g05310
"U2-type spliceosomal complex"	0.809847198641766	1	0.0478299633114229	-0.312378551657695	-0.686325465020917	13	Afu5g10830 Afu5g07720 Afu6g08690
"U4/U6 x U5 tri-snRNP complex"	0.498714652956298	1	0.0931454575337804	0.352969547347138	0.981389095497155	18	Afu3g12290 Afu2g05950 Afu7g04280 Afu5g12910 Afu8g04960 Afu2g15500 Afu7g05980 Afu2g15210 Afu1g14290 Afu4g10240 Afu5g09060 Afu5g12570 Afu8g04590
"U5 snRNP"	0.0979955456570156	0.700280112044818	0.213927855492356	0.618425552838386	1.47026883440044	10	Afu3g12290 Afu8g03990 Afu5g12910 Afu7g02280 Afu8g04960 Afu2g15500 Afu7g05980 Afu4g10240
"UV-damage excision repair"	0.948936170212766	1	0.0509082865515105	0.246747636299165	0.544399649413535	8	Afu3g08300 Afu6g05040 Afu6g02420 Afu2g12250
"acetate catabolic process"	0.405353728489484	1	0.0880945010398517	-0.557287311915175	-1.07644511818964	7	Afu4g13510 Afu6g03540 Afu1g13510 Afu4g11080 Afu6g14100
"actin cortical patch"	0.614649681528662	1	0.0934449219410994	0.271944900538018	0.884917016062012	35	Afu2g16920 Afu2g14270 Afu6g02370 Afu6g12370 Afu4g10020 Afu1g13330 Afu7g04210 Afu5g10570 Afu1g12760 Afu1g02670 Afu1g05930 Afu6g10060 Afu1g16720 Afu5g11560 Afu6g06500 Afu1g03060 Afu7g03870 Afu4g07700 Afu3g10700 Afu1g11690 Afu8g02850
"actin cortical patch assembly"	0.987341772151899	1	0.0416556773979467	-0.214353048358369	-0.44817102100167	10	Afu8g05660 Afu6g12570
"actin cortical patch localization"	0.89873417721519	1	0.0615706755421678	0.238410287999732	0.654876388660405	17	Afu6g07880 Afu6g12370 Afu7g04210 Afu5g07430 Afu5g11560 Afu5g08950 Afu3g12080
"actin cortical patch organization"	0.436325678496868	1	0.088894528862045	0.48709179565297	1.03017493177369	7	Afu2g16920 Afu7g04210 Afu6g10060 Afu5g11560 Afu1g03060 Afu4g03050
"actin cytoskeleton organization"	0.790697674418605	1	0.047925896705813	-0.314661338394977	-0.698998840686902	14	Afu6g06640 Afu8g05660 Afu3g06140 Afu2g14960 Afu2g07420
"actin filament binding"	0.697167755991285	1	0.0665892104103933	0.352475901095533	0.803377010492898	9	Afu2g16920 Afu1g06390 Afu7g04210 Afu5g10570 Afu6g10060 Afu2g03640
"actin filament bundle assembly"	0.851774530271399	1	0.0550211117163117	0.309834146584116	0.655283816453059	7	Afu7g04210 Afu5g08300 Afu2g03640 Afu3g12080 Afu1g09640
"actin filament organization"	0.7475	1	0.0699458736501659	0.297349604894672	0.763540502897706	14	Afu1g15950 Afu2g16920 Afu1g13330 Afu5g11380 Afu1g12760 Afu3g09900 Afu5g11560
"actomyosin contractile ring"	0.430985915492958	1	0.107554375265169	0.344522037870872	1.01041267418164	24	Afu5g02560 Afu2g14270 Afu7g05950 Afu3g12250 Afu2g05740 Afu5g08700 Afu7g04210 Afu5g10570 Afu5g08040 Afu5g07430 Afu5g08300 Afu2g03640 Afu3g10700 Afu5g09360 Afu3g06280
"adhesion of symbiont to host"	0.516917293233083	1	0.0741758965588009	-0.474635587629943	-0.951402717772975	8	Afu4g09580
"aerobic respiration"	0.694942903752039	1	0.0530212512043078	-0.345415961726229	-0.793758218190805	18	Afu2g11240
"alpha-L-arabinofuranosidase activity"	0.590038314176245	1	0.0684714904492088	-0.492284303293262	-0.912734842492765	6	Afu6g14620 Afu3g02090
"anaphase-promoting complex"	0.673202614379085	1	0.0683110858318647	0.361705637694127	0.824413791087455	9	Afu5g02440 Afu2g05210 Afu5g02590 Afu3g08280 Afu3g06200
"anisotropic cell growth"	0.238297872340426	0.926450637954425	0.128788713061714	0.565303798738689	1.24723054883636	8	Afu5g03490 Afu2g09790 Afu2g07410 Afu5g05710 Afu3g11740 Afu3g12080
"apoptotic process"	0.280135823429542	0.927229612064174	0.102821842840815	-0.546169789436851	-1.19998710771406	13	Afu7g06600 Afu2g08750 Afu2g17960
"arginine biosynthetic process"	0.697318007662835	1	0.0603786357920401	-0.436958878259389	-0.810157037825174	6	Afu2g12470
"ascospore formation"	0.903553299492386	1	0.0982123351217438	0.202269267091654	0.790012696467291	76	Afu2g02310 Afu1g15950 Afu4g03390 Afu4g13530 Afu6g07890 Afu3g11950 Afu6g07290 Afu3g07430 Afu5g02220 Afu5g06510 Afu2g14990 Afu6g03740 Afu3g11080 Afu6g02670 Afu3g10190 Afu5g08390 Afu6g08810 Afu2g03290 Afu2g13680 Afu4g10050 Afu1g06610 Afu5g03610 Afu5g06420 Afu2g09130 Afu6g12950 Afu5g04370 Afu1g14660 Afu5g11230 Afu1g11080 Afu8g04670 Afu5g05900 Afu1g12600 Afu3g09910 Afu1g12940 Afu6g04250 Afu6g06335 Afu2g07900
"ascospore wall assembly"	0.514950166112957	1	0.0681513438679483	-0.421801255463675	-0.937002906277903	14	Afu3g03190 Afu2g02480 Afu4g06820 Afu5g02620 Afu4g11150 Afu4g10570 Afu3g13830 Afu8g05630 Afu5g01520
"ascospore-type prospore membrane formation"	0.836601307189543	1	0.0578529757032509	0.296809703394149	0.676500411679059	9	Afu5g08040 Afu5g07150 Afu4g12830 Afu5g08670 Afu7g01510 Afu4g11560 Afu6g02920 Afu3g13830 Afu2g13760
"asexual sporulation"	0.165529010238908	0.846984363365599	0.139599673451922	-0.63005244675195	-1.3577753141743	12	Afu3g02270 Afu2g11180 Afu6g13350 Afu2g09680
"asexual sporulation resulting in formation of a cellular spore"	0.993324432576769	1	0.0268158762373842	-0.177916701046816	-0.484134319801974	51	Afu2g11180 Afu1g14560 Afu3g02700 Afu2g14680 Afu7g05920 Afu1g16590 Afu4g13670 Afu4g09050 Afu1g12530 Afu4g06880 Afu3g10960 Afu5g05480 Afu5g08550
"asperfuranone biosynthetic process"	0.130198915009042	0.78125	0.16440575583821	-0.677114151163246	-1.41571553465459	10	Afu3g02570 Afu6g12070 Afu3g01410 Afu3g02720 Afu8g00940 Afu8g00370
"asperthecin biosynthetic process"	0.478365384615385	1	0.0916795246008379	0.40322750596585	0.987816003417695	12	Afu4g14540 Afu7g00120 Afu7g00150 Afu3g12890 Afu7g00160
"assembly of large subunit precursor of preribosome"	0.104166666666667	0.728046594982079	0.199915231309662	0.700345523539931	1.42623560452383	6	Afu8g04790 Afu5g01760 Afu2g17060 Afu3g13280 Afu2g11510
"attachment of mitotic spindle microtubules to kinetochore"	0.176595744680851	0.846984363365599	0.152144922367565	0.606868741327894	1.33893533885114	8	Afu1g09550 Afu3g11860 Afu6g08120 Afu3g06980 Afu7g03890 Afu3g10180 Afu5g11350
"austinol biosynthetic process"	0.0626151012891345	0.570382473977245	0.245041785430996	-0.759654097604257	-1.55650303052769	9	Afu3g14710 Afu3g02570 Afu8g00230 Afu8g02380 Afu6g13970
autolysis	0.0460405156537753	0.460405156537753	0.287857117255149	-0.801572481875665	-1.6423922429456	9	Afu7g08490 Afu7g05140 Afu8g01410
"autophagosome assembly"	0.557471264367816	1	0.0713052987340038	-0.505577285520972	-0.937381104741432	6	Afu4g09050 Afu6g13200
autophagy	0.276143790849673	0.927229612064174	0.101350743797099	-0.529661197331392	-1.19494160080169	15	Afu2g04770 Afu4g09050 Afu6g13200 Afu2g06250 Afu6g09165 Afu5g08530 Afu2g10900
"autophagy of mitochondrion"	0.900542495479204	1	0.0458620343117985	-0.290546190685711	-0.607476235700926	10	Afu4g09050 Afu6g13200 Afu2g06250 Afu3g11590
"autophagy of peroxisome"	0.914893617021277	1	0.0525898950623616	0.26641849026703	0.587799481583708	8	Afu3g11090 Afu6g11190 Afu4g13720 Afu2g05890
"cAMP-mediated signaling"	0.854030501089325	1	0.0568864160475701	0.290764677848788	0.662722350438869	9	Afu5g04090 Afu2g12200 Afu5g11230 Afu1g14890 Afu4g07080
"calcium ion binding"	0.037837934990189	0.403191110551194	0.321775918075361	0.669085311663451	1.59070930490959	10	Afu4g13530 Afu6g04570 Afu6g07870 Afu7g03680 Afu2g05860 Afu7g05950 Afu4g10050 Afu4g12850
"calmodulin binding"	0.829827915869981	1	0.0521630305460055	-0.349638234994395	-0.675354279821546	7	Afu3g14230 Afu3g09550 Afu1g07250 Afu2g09040 Afu5g05550 Afu1g12940 Afu2g03640
"carbohydrate catabolic process"	0.578723404255319	1	0.0747385227439092	0.404504494768365	0.892458823277662	8	Afu1g06140 Afu3g08680 Afu4g10130 Afu2g13460 Afu6g02980
"carbohydrate metabolic process"	0.454225352112676	1	0.0774767547848578	-0.476908513980154	-1.01095481869228	11	Afu5g00530 Afu8g02100 Afu1g03600 Afu3g00270 Afu1g14170
"carbon catabolite repression of transcription from RNA polymerase II promoter by glucose"	0.763829787234043	1	0.0610363728309177	0.335232853066869	0.739624704895788	8	Afu4g12290 Afu2g12200 Afu4g04100 Afu6g05150
"carbon utilization"	0.892332789559543	1	0.0415717899246479	-0.267217231451745	-0.614059270587874	18	Afu4g13510 Afu4g11310 Afu6g03540 Afu1g13510 Afu4g11080 Afu5g09100
"carboxylic ester hydrolase activity"	0.333333333333333	0.995495495495495	0.0995791200495904	-0.615754051246802	-1.14165772343188	6	Afu2g13050 Afu8g01050 Afu3g02800 Afu4g11800 Afu3g14960
"cell adhesion"	0.0793319415448852	0.644572025052192	0.231126709673834	0.700681736182915	1.48190703725499	7	Afu1g17370 Afu6g12380 Afu4g13170
"cell adhesion involved in single-species biofilm formation"	0.527083333333333	1	0.0785029047348687	0.470537194938555	0.958236867542247	6	Afu6g12380 Afu2g10640 Afu2g12200 Afu5g11230
"cell cortex"	0.471649484536083	1	0.0965629554309422	0.366708228828984	0.980288361856128	16	Afu2g02310 Afu6g07890 Afu2g05740 Afu5g03080 Afu5g08950 Afu5g14060 Afu3g12080 Afu1g08850
"cell cortex of cell tip"	1	1	0.0633597010643758	0.125676321068375	0.381517538775814	27	Afu4g11890 Afu3g11860 Afu2g05740 Afu2g10340 Afu5g11230 Afu3g09900 Afu5g11560 Afu8g04660 Afu4g03050 Afu3g12080 Afu4g10490 Afu4g04310 Afu3g06280
"cell cortex of growing cell tip"	0.864300626304802	1	0.0543434390269162	0.302252114541934	0.639248195628673	7	Afu5g08040 Afu4g10490 Afu5g05980 Afu5g05550 Afu4g11450 Afu6g11010 Afu6g12400
"cell division site"	0.757575757575758	1	0.0992333343771191	0.232836481427799	0.844991898048332	57	Afu4g11890 Afu5g02560 Afu1g04950 Afu3g12250 Afu2g05740 Afu1g10740 Afu8g02840 Afu5g08700 Afu2g10340 Afu7g04210 Afu2g03290 Afu3g10340 Afu4g10050 Afu5g06420 Afu5g08040 Afu5g07430 Afu7g05380 Afu5g11230 Afu1g11080 Afu5g11560 Afu1g03060 Afu4g07260 Afu3g09910 Afu6g04540 Afu3g12080 Afu4g10490 Afu5g09360 Afu5g06320 Afu2g02520 Afu4g04310 Afu3g06280
"cell growth mode switching. budding to filamentous"	0.919389978213508	1	0.053457214108991	0.261834447325946	0.596783425144761	9	Afu2g05740 Afu7g03740 Afu1g12760 Afu6g10410 Afu5g05550 Afu5g10820
"cell morphogenesis"	0.903225806451613	1	0.0568864160475701	0.252829034560098	0.613293843484012	11	Afu2g05740 Afu2g12200 Afu2g17170 Afu2g08470 Afu5g05550 Afu5g08420 Afu2g05020 Afu6g11010 Afu6g06870 Afu3g11220 Afu2g07690
